id,eta_V_SAEM,eta_Wc_11_SAEM,eta_Wc_12_SAEM,eta_Wc_13_SAEM,eta_Wc_14_SAEM,eta_Wc_15_SAEM,eta_bc_11_SAEM,eta_bc_12_SAEM,eta_bc_13_SAEM,eta_bc_14_SAEM,eta_bc_15_SAEM,eta_Wc_21_SAEM,eta_Wc_22_SAEM,eta_Wc_23_SAEM,eta_Wc_24_SAEM,eta_Wc_25_SAEM,eta_bc_21_SAEM,eta_Wct_11_SAEM,eta_Wct_12_SAEM,eta_Wct_13_SAEM,eta_Wct_14_SAEM,eta_Wct_15_SAEM,eta_bct_11_SAEM,eta_bct_12_SAEM,eta_bct_13_SAEM,eta_bct_14_SAEM,eta_bct_15_SAEM,eta_Wct_21_SAEM,eta_Wct_22_SAEM,eta_Wct_23_SAEM,eta_Wct_24_SAEM,eta_Wct_25_SAEM,eta_V_mean,eta_Wc_11_mean,eta_Wc_12_mean,eta_Wc_13_mean,eta_Wc_14_mean,eta_Wc_15_mean,eta_bc_11_mean,eta_bc_12_mean,eta_bc_13_mean,eta_bc_14_mean,eta_bc_15_mean,eta_Wc_21_mean,eta_Wc_22_mean,eta_Wc_23_mean,eta_Wc_24_mean,eta_Wc_25_mean,eta_bc_21_mean,eta_Wct_11_mean,eta_Wct_12_mean,eta_Wct_13_mean,eta_Wct_14_mean,eta_Wct_15_mean,eta_bct_11_mean,eta_bct_12_mean,eta_bct_13_mean,eta_bct_14_mean,eta_bct_15_mean,eta_Wct_21_mean,eta_Wct_22_mean,eta_Wct_23_mean,eta_Wct_24_mean,eta_Wct_25_mean,eta_V_mode,eta_Wc_11_mode,eta_Wc_12_mode,eta_Wc_13_mode,eta_Wc_14_mode,eta_Wc_15_mode,eta_bc_11_mode,eta_bc_12_mode,eta_bc_13_mode,eta_bc_14_mode,eta_bc_15_mode,eta_Wc_21_mode,eta_Wc_22_mode,eta_Wc_23_mode,eta_Wc_24_mode,eta_Wc_25_mode,eta_bc_21_mode,eta_Wct_11_mode,eta_Wct_12_mode,eta_Wct_13_mode,eta_Wct_14_mode,eta_Wct_15_mode,eta_bct_11_mode,eta_bct_12_mode,eta_bct_13_mode,eta_bct_14_mode,eta_bct_15_mode,eta_Wct_21_mode,eta_Wct_22_mode,eta_Wct_23_mode,eta_Wct_24_mode,eta_Wct_25_mode,eta_V_sd,eta_Wc_11_sd,eta_Wc_12_sd,eta_Wc_13_sd,eta_Wc_14_sd,eta_Wc_15_sd,eta_bc_11_sd,eta_bc_12_sd,eta_bc_13_sd,eta_bc_14_sd,eta_bc_15_sd,eta_Wc_21_sd,eta_Wc_22_sd,eta_Wc_23_sd,eta_Wc_24_sd,eta_Wc_25_sd,eta_bc_21_sd,eta_Wct_11_sd,eta_Wct_12_sd,eta_Wct_13_sd,eta_Wct_14_sd,eta_Wct_15_sd,eta_bct_11_sd,eta_bct_12_sd,eta_bct_13_sd,eta_bct_14_sd,eta_bct_15_sd,eta_Wct_21_sd,eta_Wct_22_sd,eta_Wct_23_sd,eta_Wct_24_sd,eta_Wct_25_sd
11,-0.00953376,-0.00301462,-0.00180045,-0.0137171,0.00029788,-0.0184814,-0.0321126,0.014174,0.00430997,-0.0026605,-0.0145475,-0.0217127,0.0262138,-0.0248192,0.00622135,0.0144613,-0.00015283,0.0587116,-0.0130853,-0.023241,0.0716296,0.019914,0.0156753,0.0310521,0.00299372,-0.021237,0.0382113,-0.00405114,0.0330699,0.00823105,-0.0109498,0.00919271,-0.0120434,0.00692691,-0.000206587,-0.0148378,-0.000832315,0.000467181,-0.00567401,-0.00325603,0.00377758,0.000643698,0.0401821,0.00318339,-0.00579887,0.0030918,0.00478006,-0.00976057,-0.0014538,-0.0169874,-0.00654863,-0.0140932,-0.00482105,0.00468826,-0.00190148,0.00727995,0.00207605,-0.00955177,0.0090455,0.00176129,0.000794808,0.026143,-0.00463469,-0.0259631,-0.0074695,-1.04565e-06,-4.21435e-07,7.43026e-06,-0.000552126,-2.75084e-05,-3.07185e-05,1.93527e-05,9.38452e-06,0.00189653,1.96841e-05,1.74716e-05,7.79701e-07,0.00304604,0.00508472,5.25603e-05,-0.000700637,-1.35465e-05,9.68924e-06,-5.24602e-05,4.80135e-05,8.54791e-06,-1.30306e-05,-7.95988e-06,2.58699e-07,-1.78876e-05,-3.04569e-05,-2.81113e-06,2.7399e-05,-3.25972e-06,3.53974e-05,4.10952e-05,0.0630358,0.203254,0.123637,0.170727,0.0114891,0.363644,0.362383,0.239578,0.268564,0.0316967,0.847752,0.377396,0.172267,0.331547,0.0235838,0.286739,0.0107597,0.467963,0.338341,0.604263,0.613733,0.400721,0.208623,0.325304,0.11455,0.378485,0.43766,0.118937,0.37089,0.529009,0.246673,0.428797
12,-0.0448166,0.0048596,5.82708e-05,0.00306159,-0.0032019,0.0141074,-2.09472e-05,0.0130861,-0.00400416,-0.00576665,0.022592,-0.00704534,0.0071368,-0.00474518,0.0207566,-0.00586229,0.00228467,-0.0233714,0.0131877,-0.0441245,0.0567888,0.00520509,0.00939459,-0.0150271,-0.023607,-0.0502162,0.0308637,0.00109613,-0.008169,0.00234827,-0.0393988,-0.00949847,-0.0436711,-0.00915908,0.000742784,-0.0105872,-0.00367983,-0.00219425,-0.018474,0.00285954,0.0102049,-0.00608699,0.000348849,0.0168885,-0.00369303,-0.00158056,0.0184383,0.00207906,0.0019067,-0.00972282,-0.00173799,0.000166298,0.0143911,0.00615332,0.00475136,0.017541,0.00419607,-0.0150811,-0.0150065,0.00189411,0.0114519,0.00844937,0.00541243,0.000946912,-0.0437709,8.62074e-06,-1.74891e-05,-5.42796e-06,-0.00299262,-2.69913e-05,-3.70421e-05,2.00495e-05,4.8947e-06,-0.00523033,-0.000104403,6.10529e-05,-1.56343e-05,-0.00150399,0.0193229,2.78822e-06,0.00202081,1.12553e-05,1.5951e-05,-0.000353733,-0.000175484,-7.62594e-05,-7.33026e-05,-3.87625e-05,-9.85006e-06,-4.01317e-05,8.16002e-05,-2.62606e-05,3.61838e-05,0.00010736,-5.70096e-05,5.24619e-05,0.0615213,0.207801,0.121477,0.173827,0.0122486,0.369317,0.36443,0.242966,0.272931,0.0309022,0.845091,0.377814,0.178954,0.3401,0.0246568,0.275446,0.0107738,0.434516,0.332741,0.618715,0.632686,0.403721,0.198854,0.318052,0.114811,0.37717,0.41517,0.113345,0.369837,0.51955,0.247307,0.422089
13,-0.00368968,0.00119567,-0.0158915,0.000421336,-0.00204623,-0.0466728,0.0486557,-0.00415555,0.00604054,-0.0129929,-0.0227687,0.0149954,0.0124429,0.0026275,0.012663,0.00358517,0.0036266,0.0284546,-0.0170953,0.0334322,-0.0421653,0.0280394,0.0150182,0.00957759,-0.00468765,0.0227189,0.0216944,0.000159302,0.000957099,0.037872,0.0220905,-0.0485491,-0.00199884,-0.000915903,0.00395511,0.00467427,-0.00313153,0.00482295,0.0109066,-0.00316505,-0.00896108,-0.01189,0.0131115,0.000563191,-0.00268798,-0.0136454,0.0104064,0.00677644,0.004164,0.0183693,0.00667379,-0.0310649,-0.0174649,0.00615913,-0.00420414,0.00492839,-0.00206172,-0.00624522,-0.0170023,-0.00219921,0.00918125,-0.0110073,0.0118055,0.00746522,-0.00241678,-4.6209e-05,-3.95337e-05,-0.000626492,-0.0023495,0.000111719,-0.000771934,-6.86989e-05,-0.000511647,-0.00936519,0.00210409,0.000460075,0.000249212,-0.00733983,0.011496,-0.000229984,0.00353214,-0.000178073,0.000774225,0.00355588,0.000267675,0.000745694,0.000273643,-0.000167033,0.000132744,0.000339791,9.03276e-05,-6.13707e-06,-0.00139768,-2.15142e-05,9.16921e-05,-1.01366e-05,0.0641229,0.201856,0.119297,0.178239,0.0119165,0.354294,0.357025,0.233731,0.264873,0.0300273,0.843908,0.376982,0.176958,0.341121,0.0249014,0.26868,0.0107843,0.445661,0.347919,0.558534,0.615638,0.380231,0.212207,0.308683,0.11309,0.387298,0.434767,0.114781,0.366431,0.562172,0.257928,0.42536
14,0.0237525,0.0132043,0.00636288,-0.00482803,0.00308173,0.0150096,-0.0126949,-0.026471,0.01643,0.0157001,-0.017138,0.0218813,-0.0102071,0.00105821,-0.0222638,0.0220432,-0.00610497,-0.0189067,0.047487,0.0201973,-0.00234441,0.074774,0.00839438,-0.0106095,-0.00347317,-0.0324474,-0.0500675,0.00973622,-0.011187,0.0449902,0.0184373,-0.0118688,0.0214653,-0.00286508,-0.00191669,-0.00176824,0.0038949,-0.0286556,-0.0110055,-0.00131692,0.0143661,0.0125526,-0.013823,0.0216692,0.00951527,0.00124377,-0.0223648,0.00344191,-0.0045841,0.0305788,-0.0077459,0.00544125,-0.00787343,0.000488911,-0.0156461,-0.00111853,0.00152765,-0.00599414,-0.0117547,0.00620074,0.0175657,-0.0430047,0.00367538,0.00239926,0.0212352,-3.43888e-05,5.19933e-05,4.09439e-05,0.00436081,5.77253e-05,3.58515e-05,-7.11831e-05,9.68871e-05,0.0173264,-9.19666e-05,-0.000148184,2.88423e-05,0.00118297,-0.0214157,-0.000126391,-0.005913,-0.00014347,6.38773e-05,0.00226655,-0.000344825,0.000329035,3.25903e-05,-0.000295575,4.56225e-05,-3.4218e-05,-1.14528e-05,3.48586e-05,-7.82434e-07,-0.000157729,-1.13536e-05,-0.000282686,0.0658224,0.20182,0.124206,0.179357,0.0116949,0.361882,0.328685,0.235411,0.264825,0.0302519,0.863656,0.359387,0.178992,0.3303,0.0255147,0.284581,0.0103165,0.452264,0.334022,0.615338,0.625107,0.418985,0.207415,0.319447,0.117677,0.376047,0.432031,0.116092,0.360198,0.553647,0.250157,0.412279
15,0.0805194,-0.00852553,0.007235,0.0222645,0.00601103,-0.00068807,0.0584712,-0.00676458,0.0155307,0.00140632,-0.0160899,0.0106435,0.0157624,-0.0159699,-0.0293441,-0.0288897,-0.000168131,-0.0235434,-0.00505139,0.0161722,-0.000128672,-0.00381155,-0.0210677,0.038743,-0.000101179,-0.0196904,0.0210221,-0.00947885,0.040044,0.0438794,-0.00280461,-0.0348309,0.0853898,0.0030008,-0.00537639,-0.00123015,0.00469642,0.0115349,0.00431052,0.00605845,-0.00590417,0.00224204,-0.0184804,0.0190783,0.0043947,0.0280979,-0.0289681,0.000412207,-0.000360112,0.00114629,0.00318222,0.0155462,0.0342753,0.0116757,-0.00334421,0.00883165,0.000254874,0.0103269,-0.0234196,0.000334444,0.00586187,0.00689085,-0.00143856,-0.00682766,0.0839502,-2.2379e-05,-3.86059e-05,1.66008e-05,0.00479148,-2.97711e-05,-7.36388e-05,4.81438e-06,-0.000138797,0.00264856,8.32138e-05,0.000101261,3.97535e-06,-1.96989e-06,-0.0304851,9.32583e-06,-0.000876834,0.000289607,2.80021e-05,0.00043252,0.000170455,-0.000422526,2.81451e-05,-0.000215259,-2.03944e-05,-9.55212e-05,3.13312e-05,-4.18593e-05,3.82717e-05,-4.86436e-05,2.4935e-05,8.95913e-05,0.0662421,0.203047,0.120954,0.171476,0.0116902,0.339657,0.363714,0.238071,0.268729,0.0304141,0.84344,0.357426,0.179185,0.34725,0.0263713,0.279534,0.00987032,0.448678,0.329471,0.605842,0.608005,0.394015,0.207195,0.313142,0.11863,0.403023,0.425592,0.112479,0.370579,0.51079,0.244494,0.417654
16,0.0667908,-0.0261657,-0.00554748,0.00212475,0.00700009,-0.0415793,0.0236111,0.0441823,-0.00350842,0.0157183,-0.0284442,0.0163705,-0.0157603,0.0189577,-0.0323954,-0.00451298,-0.00480672,-0.0339032,0.00559057,0.087962,0.0165819,0.0109147,0.0105017,-0.00830302,0.0100079,0.0394014,-0.0108409,0.0132492,0.047425,-0.0141247,-0.000165556,-0.0160009,0.0695239,-0.0134423,-0.00304156,0.000138518,0.00621679,0.0216358,7.52526e-05,-0.00335986,-0.011669,0.0115098,-0.0434625,-0.00340635,0.0104455,-0.0250875,-0.0370249,0.00737108,-0.00454142,0.00908868,0.0285749,0.0118352,-0.00547446,-0.0220327,0.000654819,-0.00441966,-0.00354398,0.000880986,0.0138908,-0.00181602,0.00172991,-0.0139184,0.00204518,-0.00127047,0.0690654,5.44422e-05,-2.63588e-05,-5.37105e-05,0.00683777,-0.00017733,-7.29556e-05,-3.34757e-05,4.13313e-05,0.0155713,9.81846e-05,1.52033e-05,-2.26414e-05,0.000107121,-0.0376206,0.000158667,-0.00510231,-0.000197664,-9.20145e-05,0.00552318,0.000348868,0.000106628,0.000193965,-3.80316e-05,-0.00017621,-9.49915e-05,7.76367e-05,-5.51008e-06,-9.92248e-05,0.000177644,5.00088e-05,-0.000125362,0.0655352,0.194642,0.123782,0.179608,0.0118344,0.353274,0.341786,0.249506,0.273291,0.0279027,0.845893,0.354735,0.175452,0.336101,0.0276854,0.272315,0.0101986,0.458557,0.337288,0.574763,0.600248,0.415078,0.204547,0.301541,0.116484,0.378216,0.430285,0.11963,0.377273,0.569935,0.247301,0.420551
17,0.0611026,0.0068249,0.00493212,-0.000488205,0.00121584,0.0441377,0.0402904,0.0357998,-0.0328078,-0.00373022,-0.0313397,-0.0141306,-0.021876,0.00388469,-0.00878823,0.029621,0.00204639,0.053011,-0.039245,0.0110386,-0.0389233,-0.0384361,-0.022894,-0.0079383,0.00361766,-0.00938566,-0.0654463,-0.00564918,0.00748709,-0.0410076,-0.018609,0.000822887,0.0595793,-0.00196827,0.00319769,-0.00793367,0.00124403,0.00719129,0.0063096,0.00358519,0.0182043,-0.00725631,-0.026395,-0.0158776,0.01002,-0.00477759,-0.0114882,0.00389956,0.0018065,0.00657273,0.0138258,-0.0467717,0.0431586,0.00293673,0.00598948,0.00280559,0.00340652,0.02557,-0.0123754,-0.000573673,-0.0125811,-0.0329324,-0.0166883,-0.0130818,0.0620328,-9.73794e-05,9.37249e-06,-6.74159e-05,0.00123187,0.000148303,-0.000256779,-0.000149014,-9.23639e-05,-0.00499037,0.000555085,0.000102212,-3.15869e-05,-0.00635966,-0.0113028,-0.000143249,0.00176079,0.000229815,-0.000224319,-0.000892122,0.000122655,-0.000224314,-0.000126498,-8.91193e-06,-3.39816e-05,0.000303823,-6.2998e-05,-0.000119561,5.46858e-05,-0.000641808,0.0001507,0.000189721,0.0692394,0.204596,0.122673,0.180617,0.012204,0.35899,0.347549,0.23874,0.282424,0.0301679,0.828933,0.361422,0.176919,0.334457,0.0271878,0.287505,0.00983947,0.462039,0.332123,0.60233,0.614045,0.39768,0.210902,0.314846,0.107447,0.377815,0.42354,0.117515,0.359452,0.536767,0.240131,0.443227
18,-0.064259,-0.0196076,0.0206925,-0.00504482,-0.00356601,0.0284557,0.0375111,0.00149172,-0.00489731,-0.00651561,0.055686,0.00211443,-0.00732124,-0.0188189,0.0170916,-0.00553335,0.00267726,0.0177781,0.0399178,0.00101765,0.0526994,-0.0100279,-0.00287836,-0.0183657,0.00822577,-0.0317609,-0.0678683,-0.0128769,-0.017697,-0.0291488,-0.044193,0.0162116,-0.0543867,0.00454908,0.00221647,0.000339941,-0.00305049,0.00544251,0.00075538,0.00224297,0.0105461,-0.00712309,-0.0107244,0.0129907,0.00602891,0.0182524,0.0201615,-0.00340142,0.00185979,0.00569727,-0.0133703,0.0152056,0.0251902,-0.0302444,1.16919e-05,0.00931009,0.00252211,-0.00291356,0.00968287,-0.00757372,0.0130154,-0.00295298,-0.000671626,0.0152938,-0.0558362,-1.69794e-05,1.28006e-06,-3.2018e-05,-0.00293843,8.87025e-06,-5.88174e-05,2.54878e-05,-1.47178e-05,-0.00491193,5.1067e-06,-4.00642e-05,2.31327e-05,0.000717525,0.019147,2.48317e-05,0.00189925,-2.40938e-05,-7.65806e-05,-0.00299548,-0.000277485,-0.000171053,-3.83115e-05,-8.55753e-05,-3.12601e-05,-6.91713e-05,1.20547e-05,-1.29655e-05,7.56487e-05,-7.65876e-05,-9.41354e-05,5.92974e-06,0.0616032,0.206206,0.121672,0.175669,0.0120221,0.342365,0.357312,0.25467,0.277621,0.0313471,0.835216,0.369495,0.179475,0.331411,0.0247549,0.284566,0.0104254,0.47177,0.342844,0.588369,0.619568,0.401005,0.200346,0.31761,0.115031,0.381779,0.430035,0.117608,0.347881,0.536852,0.242045,0.424224
19,-0.0681145,-0.0101302,0.00752216,0.0105663,-0.00511801,-0.00831202,0.0298426,0.00125374,-0.0348102,-0.0107475,-0.0544872,0.00883632,0.0208644,0.00611297,0.0215483,0.0392222,0.00214661,0.00853996,-0.0151634,-0.0636928,0.0225545,-0.0258377,-0.0139292,-0.053636,-0.00256376,-0.0164735,0.020367,0.00732395,-0.0209785,-0.0498257,-0.00978844,0.0048917,-0.0699686,0.00538109,0.00586211,-0.000101738,-0.00404091,-0.00446327,-0.0038881,-0.000860786,-0.00582117,-0.0061179,0.0394271,-0.0139704,-0.00553785,-0.00178249,0.0252115,-0.00501895,0.00203471,0.000536141,-0.00775598,0.0178945,0.0295976,-0.0125106,0.00842137,0.0180884,-0.000433621,-0.021468,0.000845856,-0.00791813,-0.011151,-0.0103904,-0.0059774,-0.000835473,-0.0728276,-0.000193499,0.000112619,-8.66145e-05,-0.00366687,-0.000231301,0.000582759,-0.000129174,0.0001311,-0.00550804,0.000601968,-5.6278e-06,4.56685e-05,0.000696126,0.0246138,3.67903e-05,0.00214902,0.000351781,8.70859e-05,0.000464712,0.000621323,7.1241e-05,0.000330865,-0.000129028,-3.14899e-05,-0.000102333,4.23183e-05,7.92836e-06,-0.000207137,0.000781742,6.75972e-05,0.000413643,0.059421,0.19844,0.122803,0.184959,0.0115155,0.358416,0.352166,0.238162,0.276307,0.0303014,0.81437,0.389535,0.179033,0.317861,0.025084,0.283525,0.0106706,0.473222,0.332318,0.617161,0.599424,0.417773,0.212857,0.322353,0.11248,0.361897,0.435062,0.111108,0.362297,0.514998,0.239445,0.424728
20,0.0266326,-0.0104349,0.00434581,-0.00801245,0.00281463,-0.00104999,-0.0404096,0.00975223,-0.0126787,0.00984441,-0.0329592,-0.00744031,-0.00709278,0.0125011,-0.0149711,0.00290535,-0.00406976,-0.0817827,-0.000566287,0.0193169,0.0711625,-0.00284096,0.00642034,-0.00235118,0.0150822,-0.0249509,0.046859,0.0136112,-0.0194554,-0.0170898,0.0105191,-0.030961,0.0212295,-0.00554362,0.00866825,-5.13795e-05,0.00227699,-0.0215671,-0.0177636,-0.00838958,0.00562098,0.0138051,0.000460737,-0.011728,-0.0048555,-0.00735816,-0.0174759,0.00720068,-0.00425888,-0.0220266,0.00602647,0.0450386,-0.00883806,0.0127885,-0.0128476,0.00146474,-0.000835034,0.00856656,0.00333884,-0.00204944,0.0175963,0.0148796,0.00484119,-0.021637,0.0225001,-0.000318374,-0.000379133,0.00026394,0.00352861,-0.00108177,-0.000698722,-0.000271698,-6.80661e-05,0.0152937,0.0017084,-0.000219807,0.00156861,-0.00272384,-0.0170463,0.00134027,-0.00527185,-0.000152702,-0.000798901,0.0439605,0.000938941,-0.000897462,0.000136434,0.000435449,-6.59474e-05,-0.00121373,0.000575737,-1.40836e-05,-0.000208544,-0.00109022,-0.00022071,0.000506595,0.0617685,0.202707,0.116931,0.180332,0.011715,0.344228,0.342513,0.236764,0.269957,0.0317363,0.852015,0.370896,0.183064,0.324274,0.0246834,0.277399,0.0112823,0.472752,0.330793,0.618332,0.643751,0.410804,0.209728,0.300956,0.11644,0.376281,0.408207,0.122431,0.351755,0.519236,0.248447,0.427494
