id,V_SAEM,Wc_11_SAEM,Wc_12_SAEM,Wc_13_SAEM,Wc_14_SAEM,Wc_15_SAEM,bc_11_SAEM,bc_12_SAEM,bc_13_SAEM,bc_14_SAEM,bc_15_SAEM,Wc_21_SAEM,Wc_22_SAEM,Wc_23_SAEM,Wc_24_SAEM,Wc_25_SAEM,bc_21_SAEM,Wct_11_SAEM,Wct_12_SAEM,Wct_13_SAEM,Wct_14_SAEM,Wct_15_SAEM,bct_11_SAEM,bct_12_SAEM,bct_13_SAEM,bct_14_SAEM,bct_15_SAEM,Wct_21_SAEM,Wct_22_SAEM,Wct_23_SAEM,Wct_24_SAEM,Wct_25_SAEM,V_mean,Wc_11_mean,Wc_12_mean,Wc_13_mean,Wc_14_mean,Wc_15_mean,bc_11_mean,bc_12_mean,bc_13_mean,bc_14_mean,bc_15_mean,Wc_21_mean,Wc_22_mean,Wc_23_mean,Wc_24_mean,Wc_25_mean,bc_21_mean,Wct_11_mean,Wct_12_mean,Wct_13_mean,Wct_14_mean,Wct_15_mean,bct_11_mean,bct_12_mean,bct_13_mean,bct_14_mean,bct_15_mean,Wct_21_mean,Wct_22_mean,Wct_23_mean,Wct_24_mean,Wct_25_mean,V_mode,Wc_11_mode,Wc_12_mode,Wc_13_mode,Wc_14_mode,Wc_15_mode,bc_11_mode,bc_12_mode,bc_13_mode,bc_14_mode,bc_15_mode,Wc_21_mode,Wc_22_mode,Wc_23_mode,Wc_24_mode,Wc_25_mode,bc_21_mode,Wct_11_mode,Wct_12_mode,Wct_13_mode,Wct_14_mode,Wct_15_mode,bct_11_mode,bct_12_mode,bct_13_mode,bct_14_mode,bct_15_mode,Wct_21_mode,Wct_22_mode,Wct_23_mode,Wct_24_mode,Wct_25_mode,V_sd,Wc_11_sd,Wc_12_sd,Wc_13_sd,Wc_14_sd,Wc_15_sd,bc_11_sd,bc_12_sd,bc_13_sd,bc_14_sd,bc_15_sd,Wc_21_sd,Wc_22_sd,Wc_23_sd,Wc_24_sd,Wc_25_sd,bc_21_sd,Wct_11_sd,Wct_12_sd,Wct_13_sd,Wct_14_sd,Wct_15_sd,bct_11_sd,bct_12_sd,bct_13_sd,bct_14_sd,bct_15_sd,Wct_21_sd,Wct_22_sd,Wct_23_sd,Wct_24_sd,Wct_25_sd
11,1.93083,-0.638049,-0.151332,-0.484099,0.320236,-0.800339,-0.164083,-0.81119,-0.555188,-0.175166,-5.30351,0.387618,0.27208,-0.0148738,-0.320364,0.134047,-0.0430469,1.10122,-1.83355,-0.0445779,-0.394016,-0.107212,-0.258298,-0.269602,-0.206001,-0.8591,-0.927528,-0.13366,0.805076,-0.170355,-0.775319,0.380775,1.92873,-0.628657,-0.144953,-0.482763,0.319375,-0.771619,-0.140783,-0.820071,-0.538768,-0.170529,-5.27256,0.430824,0.255572,0.00142128,-0.319516,0.111274,-0.0453539,1.04107,-1.83539,-0.0518081,-0.491499,-0.127963,-0.27122,-0.270151,-0.213069,-0.91961,-1.02238,-0.13077,0.785408,-0.137751,-0.790186,0.348876,1.93757,-0.635585,-0.144747,-0.467917,0.319655,-0.772114,-0.13514,-0.816796,-0.542536,-0.169276,-5.31273,0.427658,0.261372,0.00137552,-0.319211,0.121087,-0.0446007,1.05804,-1.82884,-0.0377674,-0.48663,-0.132643,-0.269332,-0.277439,-0.215145,-0.910077,-1.03146,-0.132534,0.784641,-0.163897,-0.785515,0.374881,0.172054,0.203254,0.123637,0.170727,0.0114891,0.363644,0.362383,0.239578,0.268564,0.0316967,0.847752,0.377396,0.172267,0.331547,0.0235838,0.286739,0.0107597,0.467963,0.338341,0.604263,0.613733,0.400721,0.208623,0.325304,0.11455,0.378485,0.43766,0.118937,0.37089,0.529009,0.246673,0.428797
12,1.8639,-0.630174,-0.149474,-0.46732,0.316737,-0.76775,-0.131991,-0.812278,-0.563502,-0.178272,-5.26637,0.402285,0.253003,0.00520029,-0.305828,0.113724,-0.0406094,1.01913,-1.80728,-0.0654614,-0.408857,-0.121921,-0.264579,-0.315681,-0.232602,-0.888079,-0.934876,-0.128512,0.763837,-0.176238,-0.803768,0.362084,1.86868,-0.644743,-0.144004,-0.478512,0.316528,-0.774281,-0.153583,-0.813956,-0.532341,-0.177259,-5.3124,0.444529,0.257678,-0.00325108,-0.305857,0.123113,-0.0419934,1.04833,-1.83058,-0.0375486,-0.472287,-0.126498,-0.264567,-0.25989,-0.210949,-0.92514,-1.04643,-0.130637,0.796065,-0.155445,-0.780138,0.375787,1.8685,-0.635575,-0.144764,-0.46793,0.317215,-0.772114,-0.135146,-0.816795,-0.542541,-0.176403,-5.31285,0.427701,0.261355,-0.00317451,-0.304973,0.121037,-0.0418793,1.05807,-1.82883,-0.0380686,-0.486853,-0.132727,-0.269392,-0.277469,-0.215155,-0.910099,-1.03134,-0.132558,0.784649,-0.163787,-0.785608,0.374892,0.162853,0.207801,0.121477,0.173827,0.0122486,0.369317,0.36443,0.242966,0.272931,0.0309022,0.845091,0.377814,0.178954,0.3401,0.0246568,0.275446,0.0107738,0.434516,0.332741,0.618715,0.632686,0.403721,0.198854,0.318052,0.114811,0.37717,0.41517,0.113345,0.369837,0.51955,0.247307,0.422089
13,1.94215,-0.633838,-0.165423,-0.46996,0.317892,-0.828531,-0.0833143,-0.829519,-0.553457,-0.185499,-5.31174,0.424326,0.258309,0.012573,-0.313922,0.123171,-0.0392675,1.07096,-1.83756,0.0120953,-0.507811,-0.0990866,-0.258955,-0.291077,-0.213682,-0.815144,-0.944045,-0.129449,0.772963,-0.140714,-0.742278,0.323033,1.9482,-0.6365,-0.140792,-0.463251,0.317076,-0.767264,-0.124203,-0.81998,-0.551507,-0.183062,-5.29963,0.428203,0.258683,-0.015316,-0.313889,0.127811,-0.0397361,1.07643,-1.82217,-0.0687798,-0.504143,-0.126492,-0.273523,-0.272502,-0.217207,-0.916304,-1.04843,-0.13473,0.793794,-0.174901,-0.773745,0.382305,1.94739,-0.63563,-0.144786,-0.468551,0.317858,-0.771975,-0.135881,-0.816884,-0.543058,-0.180537,-5.31064,0.4281,0.26162,-0.00901035,-0.3128,0.120804,-0.040368,1.05788,-1.82807,-0.034159,-0.48641,-0.131905,-0.269045,-0.277598,-0.215013,-0.909719,-1.03133,-0.132537,0.783215,-0.163916,-0.785459,0.374829,0.177529,0.201856,0.119297,0.178239,0.0119165,0.354294,0.357025,0.233731,0.264873,0.0300273,0.843908,0.376982,0.176958,0.341121,0.0249014,0.26868,0.0107843,0.445661,0.347919,0.558534,0.615638,0.380231,0.212207,0.308683,0.11309,0.387298,0.434767,0.114781,0.366431,0.562172,0.257928,0.42536
14,1.99619,-0.62183,-0.143169,-0.47521,0.32302,-0.766848,-0.144665,-0.851835,-0.543068,-0.156806,-5.3061,0.431212,0.235659,0.0110037,-0.348849,0.141629,-0.0489991,1.0236,-1.77298,-0.00113965,-0.46799,-0.0523519,-0.265579,-0.311264,-0.212468,-0.87031,-1.01581,-0.119872,0.760819,-0.133596,-0.745932,0.359713,1.99446,-0.638449,-0.146664,-0.469693,0.324102,-0.800742,-0.146115,-0.818132,-0.52818,-0.15862,-5.32657,0.449309,0.270886,-0.000426748,-0.34666,0.124476,-0.0484842,1.08863,-1.83659,-0.0322737,-0.494551,-0.132162,-0.284965,-0.278549,-0.213618,-0.916053,-1.04318,-0.126331,0.802179,-0.206899,-0.781875,0.377239,1.994,-0.635618,-0.144695,-0.467884,0.324568,-0.772029,-0.135073,-0.816886,-0.542449,-0.153846,-5.31284,0.427492,0.2614,-0.000487552,-0.345711,0.120908,-0.0498131,1.05791,-1.82878,-0.0354484,-0.487023,-0.132322,-0.269286,-0.277726,-0.2151,-0.910093,-1.03144,-0.132496,0.784612,-0.164052,-0.785562,0.374557,0.186417,0.20182,0.124206,0.179357,0.0116949,0.361882,0.328685,0.235411,0.264825,0.0302519,0.863656,0.359387,0.178992,0.3303,0.0255147,0.284581,0.0103165,0.452264,0.334022,0.615338,0.625107,0.418985,0.207415,0.319447,0.117677,0.376047,0.432031,0.116092,0.360198,0.553647,0.250157,0.412279
15,2.11278,-0.643559,-0.142297,-0.448117,0.32595,-0.782546,-0.0734988,-0.832128,-0.543967,-0.1711,-5.30506,0.419974,0.261628,-0.00602438,-0.355929,0.0906964,-0.0430622,1.01896,-1.82552,-0.00516474,-0.465775,-0.130937,-0.295041,-0.261911,-0.209096,-0.857553,-0.944717,-0.139087,0.81205,-0.134707,-0.767173,0.336751,2.12611,-0.632583,-0.150123,-0.469155,0.324904,-0.760552,-0.130799,-0.810757,-0.54845,-0.16893,-5.33123,0.446718,0.265766,0.0264273,-0.353264,0.121446,-0.0442602,1.0592,-1.82566,-0.0221687,-0.452403,-0.120975,-0.272663,-0.268599,-0.214891,-0.899732,-1.05484,-0.132197,0.790475,-0.157003,-0.786989,0.368012,2.12306,-0.635606,-0.144785,-0.467908,0.324999,-0.772116,-0.135183,-0.81681,-0.542685,-0.168524,-5.31266,0.427741,0.261375,-0.00167249,-0.354781,0.121044,-0.0447769,1.05835,-1.82882,-0.0372824,-0.486507,-0.133074,-0.26929,-0.277646,-0.215166,-0.910154,-1.03139,-0.132573,0.784651,-0.163943,-0.785526,0.374929,0.19953,0.203047,0.120954,0.171476,0.0116902,0.339657,0.363714,0.238071,0.268729,0.0304141,0.84344,0.357426,0.179185,0.34725,0.0263713,0.279534,0.00987032,0.448678,0.329471,0.605842,0.608005,0.394015,0.207195,0.313142,0.11863,0.403023,0.425592,0.112479,0.370579,0.51079,0.244494,0.417654
16,2.08397,-0.6612,-0.155079,-0.468257,0.326939,-0.823437,-0.108359,-0.781181,-0.563006,-0.156788,-5.31741,0.425701,0.230105,0.0289032,-0.35898,0.115073,-0.0477008,1.0086,-1.81488,0.0666251,-0.449064,-0.116211,-0.263472,-0.308957,-0.198987,-0.798462,-0.97658,-0.116359,0.819431,-0.192711,-0.764534,0.355581,2.09265,-0.649026,-0.147788,-0.467786,0.326424,-0.750451,-0.135034,-0.820175,-0.554215,-0.159662,-5.35621,0.424234,0.271816,-0.026758,-0.36132,0.128405,-0.0484415,1.06714,-1.80027,-0.0258797,-0.492152,-0.154684,-0.268664,-0.28185,-0.218689,-0.909178,-1.01753,-0.134347,0.786343,-0.177812,-0.783506,0.373569,2.09169,-0.635529,-0.144773,-0.467979,0.327045,-0.772264,-0.135182,-0.816849,-0.542505,-0.155601,-5.31265,0.427655,0.261348,-0.0015634,-0.361916,0.121193,-0.0490024,1.05786,-1.82894,-0.0321917,-0.486329,-0.132544,-0.269125,-0.277469,-0.215322,-0.910154,-1.03135,-0.132537,0.784514,-0.163716,-0.785501,0.374714,0.194548,0.194642,0.123782,0.179608,0.0118344,0.353274,0.341786,0.249506,0.273291,0.0279027,0.845893,0.354735,0.175452,0.336101,0.0276854,0.272315,0.0101986,0.458557,0.337288,0.574763,0.600248,0.415078,0.204547,0.301541,0.116484,0.378216,0.430285,0.11963,0.377273,0.569935,0.247301,0.420551
17,2.07215,-0.628209,-0.1446,-0.47087,0.321154,-0.73772,-0.0916795,-0.789564,-0.592305,-0.176236,-5.32031,0.3952,0.22399,0.0138302,-0.335373,0.149207,-0.0408477,1.09552,-1.85971,-0.0102984,-0.504569,-0.165562,-0.296867,-0.308593,-0.205377,-0.847249,-1.03119,-0.135258,0.779493,-0.219594,-0.782978,0.372405,2.07194,-0.637552,-0.141549,-0.475858,0.321452,-0.764895,-0.1288,-0.81323,-0.524342,-0.178429,-5.33914,0.411763,0.271391,-0.00644811,-0.335784,0.124934,-0.0420936,1.06463,-1.81502,-0.0844866,-0.443519,-0.129714,-0.263329,-0.274625,-0.211739,-0.884489,-1.0438,-0.133105,0.772032,-0.196827,-0.802239,0.361758,2.07703,-0.635681,-0.144737,-0.467992,0.321439,-0.771938,-0.135366,-0.816964,-0.542638,-0.176163,-5.31219,0.427742,0.261339,-0.00803018,-0.335598,0.120891,-0.0421393,1.05829,-1.82907,-0.038607,-0.486555,-0.132875,-0.269445,-0.27744,-0.215179,-0.909755,-1.03149,-0.132651,0.784668,-0.164536,-0.7854,0.375029,0.203062,0.204596,0.122673,0.180617,0.012204,0.35899,0.347549,0.23874,0.282424,0.0301679,0.828933,0.361422,0.176919,0.334457,0.0271878,0.287505,0.00983947,0.462039,0.332123,0.60233,0.614045,0.39768,0.210902,0.314846,0.107447,0.377815,0.42354,0.117515,0.359452,0.536767,0.240131,0.443227
18,1.82801,-0.654642,-0.128839,-0.475426,0.316373,-0.753402,-0.0944588,-0.823872,-0.564395,-0.179021,-5.23328,0.411445,0.238545,-0.00887344,-0.309493,0.114053,-0.0402168,1.06028,-1.78055,-0.0203193,-0.412947,-0.137154,-0.276852,-0.31902,-0.200769,-0.869624,-1.03361,-0.142485,0.754309,-0.207735,-0.808562,0.387794,1.84877,-0.631035,-0.14253,-0.467585,0.317157,-0.766644,-0.134354,-0.814572,-0.532,-0.178295,-5.32347,0.440631,0.2674,0.0165819,-0.304134,0.117633,-0.0420403,1.06375,-1.84222,-0.0225093,-0.461488,-0.162895,-0.269307,-0.268121,-0.212623,-0.912972,-1.02174,-0.140105,0.797628,-0.166847,-0.786222,0.390133,1.84609,-0.635601,-0.144746,-0.467957,0.317269,-0.772078,-0.135168,-0.81679,-0.542561,-0.176084,-5.31274,0.4276,0.261394,-0.000952994,-0.305149,0.121059,-0.0420008,1.05803,-1.82892,-0.0407104,-0.486955,-0.132822,-0.269357,-0.277516,-0.215177,-0.910128,-1.03141,-0.132544,0.784689,-0.163971,-0.785645,0.374846,0.160788,0.206206,0.121672,0.175669,0.0120221,0.342365,0.357312,0.25467,0.277621,0.0313471,0.835216,0.369495,0.179475,0.331411,0.0247549,0.284566,0.0104254,0.47177,0.342844,0.588369,0.619568,0.401005,0.200346,0.31761,0.115031,0.381779,0.430035,0.117608,0.347881,0.536852,0.242045,0.424224
19,1.82097,-0.645164,-0.14201,-0.459815,0.314821,-0.79017,-0.102127,-0.82411,-0.594308,-0.183253,-5.34345,0.418167,0.26673,0.0160584,-0.305037,0.158808,-0.0407475,1.05104,-1.83563,-0.0850298,-0.443091,-0.152964,-0.287903,-0.35429,-0.211559,-0.854336,-0.945373,-0.122284,0.751028,-0.228412,-0.774157,0.376474,1.82018,-0.630203,-0.138885,-0.468027,0.316167,-0.77655,-0.138997,-0.817676,-0.548367,-0.17729,-5.27332,0.41367,0.255833,-0.00345301,-0.299084,0.116015,-0.0418654,1.05859,-1.8366,-0.0198204,-0.45708,-0.145162,-0.260897,-0.259342,-0.215579,-0.931527,-1.03058,-0.140449,0.773462,-0.174285,-0.791528,0.374004,1.81499,-0.635777,-0.144634,-0.468011,0.316541,-0.772318,-0.134527,-0.816944,-0.542415,-0.17668,-5.31214,0.427635,0.261416,-0.000974393,-0.299682,0.121071,-0.0417511,1.05841,-1.82876,-0.0372502,-0.486057,-0.13258,-0.268988,-0.27756,-0.215177,-0.910161,-1.03138,-0.132523,0.784406,-0.163112,-0.785483,0.375253,0.153346,0.19844,0.122803,0.184959,0.0115155,0.358416,0.352166,0.238162,0.276307,0.0303014,0.81437,0.389535,0.179033,0.317861,0.025084,0.283525,0.0106706,0.473222,0.332318,0.617161,0.599424,0.417773,0.212857,0.322353,0.11248,0.361897,0.435062,0.111108,0.362297,0.514998,0.239445,0.424728
20,2.00194,-0.645469,-0.145186,-0.478394,0.322753,-0.782908,-0.17238,-0.815611,-0.572176,-0.162661,-5.32193,0.40189,0.238773,0.0224465,-0.341556,0.122491,-0.0469638,0.960722,-1.82103,-0.00201999,-0.394483,-0.129967,-0.267553,-0.303006,-0.193913,-0.862814,-0.918881,-0.115997,0.752551,-0.195676,-0.75385,0.340621,1.99399,-0.641127,-0.136079,-0.467976,0.322485,-0.793654,-0.152873,-0.825205,-0.536925,-0.157367,-5.31228,0.415912,0.256515,-0.00902868,-0.341771,0.128235,-0.048159,1.03603,-1.82282,0.00732372,-0.495516,-0.119863,-0.282166,-0.275966,-0.21598,-0.901492,-1.02809,-0.134581,0.802209,-0.149014,-0.78071,0.353203,1.99652,-0.635902,-0.145126,-0.467661,0.323736,-0.773168,-0.135808,-0.817087,-0.542614,-0.155878,-5.31104,0.42742,0.262939,-0.00439436,-0.341342,0.122375,-0.049172,1.0579,-1.82964,0.00624557,-0.485739,-0.133549,-0.269182,-0.276995,-0.215211,-0.911272,-1.03085,-0.132545,0.784405,-0.164984,-0.785772,0.375346,0.174259,0.202707,0.116931,0.180332,0.011715,0.344228,0.342513,0.236764,0.269957,0.0317363,0.852015,0.370896,0.183064,0.324274,0.0246834,0.277399,0.0112823,0.472752,0.330793,0.618332,0.643751,0.410804,0.209728,0.300956,0.11644,0.376281,0.408207,0.122431,0.351755,0.519236,0.248447,0.427494
